,coauthored_relationship_from,coauthored_relationship_to
1085,authorID_d874e_4e4a5_df211_73b0f_83e31,authorID_19581_e27de_7ced0_0ff1c_e50b2
1086,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_7f0a2_2117f_8fe01_72cf9_209ff
1087,authorID_7f0a2_2117f_8fe01_72cf9_209ff,authorID_19581_e27de_7ced0_0ff1c_e50b2
1088,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e
1089,authorID_98a3a_b7c34_0e8a0_33e7b_37b6e,authorID_19581_e27de_7ced0_0ff1c_e50b2
1090,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_ec2e9_90b93_4dde5_5cb87_30062
1091,authorID_ec2e9_90b93_4dde5_5cb87_30062,authorID_19581_e27de_7ced0_0ff1c_e50b2
1092,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_3038b_fb575_bee6a_0e619_45eff
1093,authorID_3038b_fb575_bee6a_0e619_45eff,authorID_19581_e27de_7ced0_0ff1c_e50b2
1094,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_b4944_c6ff0_8dc6f_43da2_e9c82
1095,authorID_b4944_c6ff0_8dc6f_43da2_e9c82,authorID_19581_e27de_7ced0_0ff1c_e50b2
1096,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_4621c_1d55f_a4e86_ce0da_e4288
1097,authorID_4621c_1d55f_a4e86_ce0da_e4288,authorID_19581_e27de_7ced0_0ff1c_e50b2
1098,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_058d5_d43bf_485bf_78dda_1ed4e
1099,authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_19581_e27de_7ced0_0ff1c_e50b2
1100,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_d2f48_3672c_0239f_6d7dd_3c9ec
1101,authorID_d2f48_3672c_0239f_6d7dd_3c9ec,authorID_19581_e27de_7ced0_0ff1c_e50b2
1102,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_c76b4_05781_134be_1dab7_fe45a
1103,authorID_c76b4_05781_134be_1dab7_fe45a,authorID_19581_e27de_7ced0_0ff1c_e50b2
1104,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_5a39c_add1b_00709_3db50_74479
1105,authorID_5a39c_add1b_00709_3db50_74479,authorID_19581_e27de_7ced0_0ff1c_e50b2
1106,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_734d0_759cd_b4e0d_0a35e_4fd73
1107,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_19581_e27de_7ced0_0ff1c_e50b2
1108,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1109,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_19581_e27de_7ced0_0ff1c_e50b2
1110,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_5d389_f5e2e_34c6b_0bad9_6581c
1111,authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_19581_e27de_7ced0_0ff1c_e50b2
1112,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_33512_00784_0ced1_bb0aa_b68f4
1113,authorID_33512_00784_0ced1_bb0aa_b68f4,authorID_19581_e27de_7ced0_0ff1c_e50b2
1114,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_6c658_ee83f_b7e81_24824_94f3e
1115,authorID_6c658_ee83f_b7e81_24824_94f3e,authorID_19581_e27de_7ced0_0ff1c_e50b2
1116,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_3949a_c1596_ec771_06a70_9a618
1117,authorID_3949a_c1596_ec771_06a70_9a618,authorID_19581_e27de_7ced0_0ff1c_e50b2
1118,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_0fecf_9247f_3ddc8_4db8a_804fa
1119,authorID_0fecf_9247f_3ddc8_4db8a_804fa,authorID_19581_e27de_7ced0_0ff1c_e50b2
1120,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_49d18_0ecf5_61328_19571_bf39d
1121,authorID_49d18_0ecf5_61328_19571_bf39d,authorID_19581_e27de_7ced0_0ff1c_e50b2
1122,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
1123,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_19581_e27de_7ced0_0ff1c_e50b2
1124,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_3ada9_2f28b_4ceda_38562_ebf04
1125,authorID_3ada9_2f28b_4ceda_38562_ebf04,authorID_19581_e27de_7ced0_0ff1c_e50b2
1126,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1127,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_28117_45d7b_8d887_4f6e6_53d17
1128,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_da70d_fa4d9_f95ac_979f9_21e8e
1129,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_28117_45d7b_8d887_4f6e6_53d17
1130,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_3949a_c1596_ec771_06a70_9a618
1131,authorID_3949a_c1596_ec771_06a70_9a618,authorID_28117_45d7b_8d887_4f6e6_53d17
1132,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_81178_6ad1a_e74ad_fdd20_dd037
1133,authorID_81178_6ad1a_e74ad_fdd20_dd037,authorID_28117_45d7b_8d887_4f6e6_53d17
1134,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_d6061_bbee6_cf13b_d7376_5faae
1135,authorID_d6061_bbee6_cf13b_d7376_5faae,authorID_28117_45d7b_8d887_4f6e6_53d17
1136,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_7688b_6ef52_55596_2d008_fff89
1137,authorID_7688b_6ef52_55596_2d008_fff89,authorID_28117_45d7b_8d887_4f6e6_53d17
1138,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_524b2_d27a1_e7fbc_3a161_4fa66
1139,authorID_524b2_d27a1_e7fbc_3a161_4fa66,authorID_28117_45d7b_8d887_4f6e6_53d17
1140,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_01d54_579da_446ae_1e75c_da808
1141,authorID_01d54_579da_446ae_1e75c_da808,authorID_28117_45d7b_8d887_4f6e6_53d17
1142,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_f10d9_1a759_6bf5a_67735_79ff1
1143,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_28117_45d7b_8d887_4f6e6_53d17
1144,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_2747b_7c718_564ba_5f066_f0523
1145,authorID_2747b_7c718_564ba_5f066_f0523,authorID_28117_45d7b_8d887_4f6e6_53d17
1146,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_79bf0_8685d_3138f_9b109_c3546
1147,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_28117_45d7b_8d887_4f6e6_53d17
1148,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_81b8a_03f97_e8787_c53fe_1a86b
1149,authorID_81b8a_03f97_e8787_c53fe_1a86b,authorID_28117_45d7b_8d887_4f6e6_53d17
1150,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_5a39c_add1b_00709_3db50_74479
1151,authorID_5a39c_add1b_00709_3db50_74479,authorID_28117_45d7b_8d887_4f6e6_53d17
1152,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_02d20_bbd7e_394ad_5999a_4ceba
1153,authorID_02d20_bbd7e_394ad_5999a_4ceba,authorID_28117_45d7b_8d887_4f6e6_53d17
1154,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_0fd42_b3f73_c448b_34940_b339f
1155,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_28117_45d7b_8d887_4f6e6_53d17
1156,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_6f4b6_61212_5fb3a_0daec_d2799
1157,authorID_6f4b6_61212_5fb3a_0daec_d2799,authorID_28117_45d7b_8d887_4f6e6_53d17
1158,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_19581_e27de_7ced0_0ff1c_e50b2
1159,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_28117_45d7b_8d887_4f6e6_53d17
1160,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_4621c_1d55f_a4e86_ce0da_e4288
1161,authorID_4621c_1d55f_a4e86_ce0da_e4288,authorID_28117_45d7b_8d887_4f6e6_53d17
1162,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_9b871_51232_7c09c_e91dd_649b3
1163,authorID_9b871_51232_7c09c_e91dd_649b3,authorID_28117_45d7b_8d887_4f6e6_53d17
1164,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_8bd9c_0d453_53375_7387e_d019c
1165,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_28117_45d7b_8d887_4f6e6_53d17
1166,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_27bad_c983d_f1780_b60c2_b3fa9
1167,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_28117_45d7b_8d887_4f6e6_53d17
1168,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_67e9c_3aceb_b154a_282f3_26d4f
1169,authorID_67e9c_3aceb_b154a_282f3_26d4f,authorID_28117_45d7b_8d887_4f6e6_53d17
1170,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1171,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_28117_45d7b_8d887_4f6e6_53d17
1172,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_5f9c4_ab08c_ac745_7e911_1a30e
1173,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_28117_45d7b_8d887_4f6e6_53d17
1174,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_734d0_759cd_b4e0d_0a35e_4fd73
1175,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_28117_45d7b_8d887_4f6e6_53d17
1176,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_3635a_91e3d_a857f_7847f_68185
1177,authorID_3635a_91e3d_a857f_7847f_68185,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1178,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_4a44d_c1536_4204a_80fe8_0e903
1179,authorID_4a44d_c1536_4204a_80fe8_0e903,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1180,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_7688b_6ef52_55596_2d008_fff89
1181,authorID_7688b_6ef52_55596_2d008_fff89,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1182,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_8df66_f64b5_74243_91d36_3fd6b
1183,authorID_8df66_f64b5_74243_91d36_3fd6b,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1184,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_8bd9c_0d453_53375_7387e_d019c
1185,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1186,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
1187,authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1188,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_36ebe_205bc_dfc49_9a25e_6923f
1189,authorID_36ebe_205bc_dfc49_9a25e_6923f,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1190,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_27bad_c983d_f1780_b60c2_b3fa9
1191,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1192,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_3f980_7cb9a_e9fb6_c3094_2af61
1193,authorID_3f980_7cb9a_e9fb6_c3094_2af61,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1194,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_2ac87_8b0e2_18061_6993b_4b6aa
1195,authorID_2ac87_8b0e2_18061_6993b_4b6aa,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1196,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_19581_e27de_7ced0_0ff1c_e50b2
1197,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1198,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_02384_9c389_25e2a_f028a_2eb4e
1199,authorID_02384_9c389_25e2a_f028a_2eb4e,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1200,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18
1201,authorID_8efbb_e9bc1_9ad2e_043c6_cdb18,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1202,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_6c658_ee83f_b7e81_24824_94f3e
1203,authorID_6c658_ee83f_b7e81_24824_94f3e,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1204,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_d874e_4e4a5_df211_73b0f_83e31
1205,authorID_d874e_4e4a5_df211_73b0f_83e31,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1206,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_0a5b0_46d07_f6f97_1b777_6de68
1207,authorID_0a5b0_46d07_f6f97_1b777_6de68,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1208,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_734d0_759cd_b4e0d_0a35e_4fd73
1209,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1210,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_3949a_c1596_ec771_06a70_9a618
1211,authorID_3949a_c1596_ec771_06a70_9a618,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1212,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_e888a_676e1_926d0_c08b5_f11fb
1213,authorID_e888a_676e1_926d0_c08b5_f11fb,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1214,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_37c20_f19f3_272b5_ccc3a_5d805
1215,authorID_37c20_f19f3_272b5_ccc3a_5d805,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1216,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_61a22_9bae1_e9033_1edd9_86b6b
1217,authorID_61a22_9bae1_e9033_1edd9_86b6b,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1218,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_377ad_eb4cd_4096a_dc7ca_64b53
1219,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1220,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1221,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1222,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_b4bbe_448fd_e336b_b6a7d_7d765
1223,authorID_b4bbe_448fd_e336b_b6a7d_7d765,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1224,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_454f6_3ac30_c8322_997ef_025ed
1225,authorID_454f6_3ac30_c8322_997ef_025ed,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1226,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_8df66_f64b5_74243_91d36_3fd6b
1227,authorID_8df66_f64b5_74243_91d36_3fd6b,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1228,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_0fd42_b3f73_c448b_34940_b339f
1229,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1230,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_9e11c_362bc_3d357_2970b_973d5
1231,authorID_9e11c_362bc_3d357_2970b_973d5,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1232,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_bb668_ca955_63216_088b9_8a625
1233,authorID_bb668_ca955_63216_088b9_8a625,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1234,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_4a44d_c1536_4204a_80fe8_0e903
1235,authorID_4a44d_c1536_4204a_80fe8_0e903,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1236,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_2abac_a4911_e68fa_9bfbf_3482e
1237,authorID_2abac_a4911_e68fa_9bfbf_3482e,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1238,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_1038e_0b72d_98745_fac0f_b015f
1239,authorID_1038e_0b72d_98745_fac0f_b015f,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1240,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d6e5a_20b30_f8721_6b2c7_58f5e
1241,authorID_d6e5a_20b30_f8721_6b2c7_58f5e,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1242,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_0b918_943df_0962b_c7a18_24c05
1243,authorID_0b918_943df_0962b_c7a18_24c05,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1244,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_80c3c_d40fa_35f90_88b87_41bd8
1245,authorID_80c3c_d40fa_35f90_88b87_41bd8,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1246,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_377ad_eb4cd_4096a_dc7ca_64b53
1247,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1248,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b
1249,authorID_ff2cc_b6ba4_23d35_6bd54_9ed4b,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1250,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_33512_00784_0ced1_bb0aa_b68f4
1251,authorID_33512_00784_0ced1_bb0aa_b68f4,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1252,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_29db0_c6782_dbd50_00559_ef4d9
1253,authorID_29db0_c6782_dbd50_00559_ef4d9,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1254,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_3635a_91e3d_a857f_7847f_68185
1255,authorID_3635a_91e3d_a857f_7847f_68185,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1256,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_5d389_f5e2e_34c6b_0bad9_6581c
1257,authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1258,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_28117_45d7b_8d887_4f6e6_53d17
1259,authorID_28117_45d7b_8d887_4f6e6_53d17,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1260,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d48ff_4b2f6_8a10f_d7c86_f185a
1261,authorID_d48ff_4b2f6_8a10f_d7c86_f185a,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1262,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_dac53_c17c2_50fd4_d4d81_eaf6d
1263,authorID_dac53_c17c2_50fd4_d4d81_eaf6d,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1264,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_02d20_bbd7e_394ad_5999a_4ceba
1265,authorID_02d20_bbd7e_394ad_5999a_4ceba,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1266,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d874e_4e4a5_df211_73b0f_83e31
1267,authorID_d874e_4e4a5_df211_73b0f_83e31,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1268,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_734d0_759cd_b4e0d_0a35e_4fd73
1269,authorID_734d0_759cd_b4e0d_0a35e_4fd73,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1270,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_71047_41a92_e73eb_6c5d6_9cd04
1271,authorID_71047_41a92_e73eb_6c5d6_9cd04,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1272,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_7f0a2_2117f_8fe01_72cf9_209ff
1273,authorID_7f0a2_2117f_8fe01_72cf9_209ff,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1274,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_27bad_c983d_f1780_b60c2_b3fa9
1275,authorID_27bad_c983d_f1780_b60c2_b3fa9,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1276,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_79bf0_8685d_3138f_9b109_c3546
1277,authorID_79bf0_8685d_3138f_9b109_c3546,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1278,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_3ada9_2f28b_4ceda_38562_ebf04
1279,authorID_3ada9_2f28b_4ceda_38562_ebf04,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1280,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_4c15f_47afe_7f817_fd559_e12dd
1281,authorID_4c15f_47afe_7f817_fd559_e12dd,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1282,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_a0d17_7b496_7a6d9_9f4ff_117de
1283,authorID_a0d17_7b496_7a6d9_9f4ff_117de,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1284,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_8bd9c_0d453_53375_7387e_d019c
1285,authorID_8bd9c_0d453_53375_7387e_d019c,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1286,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_5f9c4_ab08c_ac745_7e911_1a30e
1287,authorID_5f9c4_ab08c_ac745_7e911_1a30e,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1288,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_1be00_34108_2e25c_4e251_ca671
1289,authorID_1be00_34108_2e25c_4e251_ca671,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1290,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_3635a_91e3d_a857f_7847f_68185
1291,authorID_3635a_91e3d_a857f_7847f_68185,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1292,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_058d5_d43bf_485bf_78dda_1ed4e
1293,authorID_058d5_d43bf_485bf_78dda_1ed4e,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1294,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_377ad_eb4cd_4096a_dc7ca_64b53
1295,authorID_377ad_eb4cd_4096a_dc7ca_64b53,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1296,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_71047_41a92_e73eb_6c5d6_9cd04
1297,authorID_71047_41a92_e73eb_6c5d6_9cd04,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1298,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_7688b_6ef52_55596_2d008_fff89
1299,authorID_7688b_6ef52_55596_2d008_fff89,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1300,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_27d71_9c754_aacd4_92a6d_c8a1b
1301,authorID_27d71_9c754_aacd4_92a6d_c8a1b,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1302,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_7ed8f_0f3b7_07956_d9fb1_e889e
1303,authorID_7ed8f_0f3b7_07956_d9fb1_e889e,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1304,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_eb1e3_3e8a8_1b697_b7585_5af6b
1305,authorID_eb1e3_3e8a8_1b697_b7585_5af6b,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1306,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_f10d9_1a759_6bf5a_67735_79ff1
1307,authorID_f10d9_1a759_6bf5a_67735_79ff1,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1308,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_19581_e27de_7ced0_0ff1c_e50b2
1309,authorID_19581_e27de_7ced0_0ff1c_e50b2,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1310,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_0fd42_b3f73_c448b_34940_b339f
1311,authorID_0fd42_b3f73_c448b_34940_b339f,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1312,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_5ef6f_df325_13aa7_cd11f_72bec
1313,authorID_5ef6f_df325_13aa7_cd11f_72bec,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1314,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_5d389_f5e2e_34c6b_0bad9_6581c
1315,authorID_5d389_f5e2e_34c6b_0bad9_6581c,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1316,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_da70d_fa4d9_f95ac_979f9_21e8e
1317,authorID_da70d_fa4d9_f95ac_979f9_21e8e,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1318,authorID_d4ee9_f58e5_86057_4ca98_e3b48,authorID_a665a_45920_422f9_d417e_4867e
1319,authorID_a665a_45920_422f9_d417e_4867e,authorID_d4ee9_f58e5_86057_4ca98_e3b48
1320,authorID_5a39c_add1b_00709_3db50_74479,authorID_29db0_c6782_dbd50_00559_ef4d9
1321,authorID_29db0_c6782_dbd50_00559_ef4d9,authorID_5a39c_add1b_00709_3db50_74479
1322,authorID_5a39c_add1b_00709_3db50_74479,authorID_9b871_51232_7c09c_e91dd_649b3
1323,authorID_9b871_51232_7c09c_e91dd_649b3,authorID_5a39c_add1b_00709_3db50_74479
1324,authorID_5a39c_add1b_00709_3db50_74479,authorID_768b8_4ef05_f655d_57fe2_2d488
1325,authorID_768b8_4ef05_f655d_57fe2_2d488,authorID_5a39c_add1b_00709_3db50_74479
1326,authorID_5a39c_add1b_00709_3db50_74479,authorID_2747b_7c718_564ba_5f066_f0523
1327,authorID_2747b_7c718_564ba_5f066_f0523,authorID_5a39c_add1b_00709_3db50_74479
1328,authorID_5a39c_add1b_00709_3db50_74479,authorID_4621c_1d55f_a4e86_ce0da_e4288
1329,authorID_4621c_1d55f_a4e86_ce0da_e4288,authorID_5a39c_add1b_00709_3db50_74479
1330,authorID_5a39c_add1b_00709_3db50_74479,authorID_9e11c_362bc_3d357_2970b_973d5
